RunID,Timestamp,Side,Price,Qty,Cash,Inventory,Equity
562b8638,1787497143.0984447,BUY,77160.00,1.0000,0.000000,1.0000,10000000.00
562b8638,1787497215.1350176,SELL,77142.30,0.8000,0.000000,0.2000,9999961.47
562b8638,1787497322.4441717,SELL,77256.80,0.9600,0.000000,-0.7600,10015401.70
